Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y
PR1,LA,Acetate,2.076217674,0.025675301,0.085713733,0.59223636,-0.833409316,-0.548260352,-0.940965667,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Acetate,-0.174883068,0.049858223,-0.170784031,0.442965607,-0.833409316,-0.712932431,-0.940965667,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,-0.771000309,0.077075392
PR2,LA,Acetate,-0.881668463,0.10503799,0.005732631,0.536162651,-0.833409316,-0.70959221,-0.940965667,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,-0.771000309,0.077075392
PH,LA,Acetate,1.455604359,-0.002836911,0.050227415,0.628875042,-0.833409316,-0.279961417,-0.940965667,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,-0.771000309,0.077075392
PP,LA,Acetate,2.153824583,-0.120077123,0.397380868,0.405839165,-0.833409316,0.039141285,-0.940965667,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,-0.771000309,0.077075392
PAl,PAg1,Acetate,0,0,-0.824847064,0.119899478,-1.02095852,-0.995466788,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.564351128,-0.250667083,-0.644315471,-0.222011822
PAg2,PAg1,Acetate,0,0.444422909,-0.968978489,0.100038556,-1.02095852,-0.686779466,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.630904166,-0.20157447,-0.644315471,-0.222011822
PAg1,PAg1,Acetate,0,0,-1.02095852,0,-1.02095852,-0.727022587,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.644315471,-0.222011822,-0.644315471,-0.222011822
PAg3,PAg1,Acetate,0,0,-0.995724524,0.056681816,-1.02095852,-0.851973435,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.598951558,-0.248461055,-0.644315471,-0.222011822
RP2,PAg1,Acetate,0.230156912,-0.482579775,-0.364223032,0.105664752,-1.02095852,-0.947123812,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.644315471,-0.222011822
RP1,PAg1,Acetate,0.232828112,0.058410641,-0.161343665,0.095964194,-1.02095852,-0.960912492,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,-0.644315471,-0.222011822
PK,PAg1,Acetate,0,-0.073497948,0.058769085,0.664964402,-1.02095852,-0.488935089,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,-0.644315471,-0.222011822
PR1,PAg1,Acetate,1.732386136,-0.344422893,0.085713733,0.565605995,-1.02095852,-0.548260352,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,-0.644315471,-0.222011822
PAr,PAg1,Acetate,0.04181632,-0.157606275,-0.170784031,0.423706865,-1.02095852,-0.712932431,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,-0.644315471,-0.222011822
PR2,PAg1,Acetate,0,0.061666154,0.005732631,0.507479487,-1.02095852,-0.70959221,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,-0.644315471,-0.222011822
PH,PAg1,Acetate,1.624520058,-0.000390974,0.050227415,0.605083765,-1.02095852,-0.279961417,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,-0.644315471,-0.222011822
PP,PAg1,Acetate,1.864352516,0.019407326,0.397380868,0.396038594,-1.02095852,0.039141285,-0.727022587,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,-0.644315471,-0.222011822
PAl,PAg2,Acetate,0.918346357,0,-0.824847064,0.086282543,-0.968978489,-0.995466788,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.564351128,-0.250667083,-0.630904166,-0.20157447
PAg2,PAg2,Acetate,0,0,-0.968978489,0,-0.968978489,-0.686779466,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.630904166,-0.20157447,-0.630904166,-0.20157447
PAg3,PAg2,Acetate,0,0,-0.995724524,0.06708234,-0.968978489,-0.851973435,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.598951558,-0.248461055,-0.630904166,-0.20157447
RP2,PAg2,Acetate,2.557679119,-0.004542503,-0.364223032,0.079624846,-0.968978489,-0.947123812,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.630904166,-0.20157447
RP1,PAg2,Acetate,2.385305059,0.17750132,-0.161343665,0.090062695,-0.968978489,-0.960912492,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,-0.630904166,-0.20157447
SF1,PAg2,Acetate,0.214608201,0.311839329,-0.832443111,0.092497261,-0.968978489,-0.835507145,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.630904166,-0.20157447
PK,PAg2,Acetate,1.706469706,-0.12395703,0.058769085,0.66557126,-0.968978489,-0.488935089,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,-0.630904166,-0.20157447
PR1,PAg2,Acetate,0.618095919,-0.199620517,0.085713733,0.576497868,-0.968978489,-0.548260352,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,-0.630904166,-0.20157447
PAr,PAg2,Acetate,2.681759743,-0.184569614,-0.170784031,0.42249517,-0.968978489,-0.712932431,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,-0.630904166,-0.20157447
PR2,PAg2,Acetate,1.171935667,-0.069989813,0.005732631,0.503638039,-0.968978489,-0.70959221,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,-0.630904166,-0.20157447
PH,PAg2,Acetate,3.396803901,0.200303238,0.050227415,0.60320662,-0.968978489,-0.279961417,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,-0.630904166,-0.20157447
PP,PAg2,Acetate,3.932189492,0.107915119,0.397380868,0.390851896,-0.968978489,0.039141285,-0.686779466,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,-0.630904166,-0.20157447
PAl,PAg3,Acetate,1.115293301,0,-0.824847064,0.086641886,-0.995724524,-0.995466788,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.564351128,-0.250667083,-0.598951558,-0.248461055
PAg3,PAg3,Acetate,0,0,-0.995724524,0,-0.995724524,-0.851973435,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.598951558,-0.248461055,-0.598951558,-0.248461055
RP2,PAg3,Acetate,0.933235497,-0.162224964,-0.364223032,0.071435366,-0.995724524,-0.947123812,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.598951558,-0.248461055
RP1,PAg3,Acetate,0.951075869,-0.03712884,-0.161343665,0.074577135,-0.995724524,-0.960912492,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,-0.598951558,-0.248461055
SF1,PAg3,Acetate,0,0.023928058,-0.832443111,0.106769104,-0.995724524,-0.835507145,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.598951558,-0.248461055
PK,PAg3,Acetate,0.876209102,-0.231309837,0.058769085,0.676999141,-0.995724524,-0.488935089,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,-0.598951558,-0.248461055
PR1,PAg3,Acetate,2.739848623,-0.032941983,0.085713733,0.575622704,-0.995724524,-0.548260352,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,-0.598951558,-0.248461055
PAr,PAg3,Acetate,1.28059561,-0.256099611,-0.170784031,0.429361183,-0.995724524,-0.712932431,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,-0.598951558,-0.248461055
PR2,PAg3,Acetate,0.820811945,0.097982392,0.005732631,0.518470106,-0.995724524,-0.70959221,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,-0.598951558,-0.248461055
PH,PAg3,Acetate,2.343923161,0.076350751,0.050227415,0.611076983,-0.995724524,-0.279961417,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,-0.598951558,-0.248461055
PP,PAg3,Acetate,2.660950009,-0.184605711,0.397380868,0.390739318,-0.995724524,0.039141285,-0.851973435,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,-0.598951558,-0.248461055
PAl,PAl,Acetate,0,0,-0.824847064,0,-0.824847064,-0.995466788,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.564351128,-0.250667083,-0.564351128,-0.250667083
RP2,PAl,Acetate,0,-0.697676366,-0.364223032,0.052765247,-0.824847064,-0.947123812,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.564351128,-0.250667083
RP1,PAl,Acetate,0,-0.280434464,-0.161343665,0.068836256,-0.824847064,-0.960912492,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,-0.564351128,-0.250667083
SF1,PAl,Acetate,0,0.47512721,-0.832443111,0.079255904,-0.824847064,-0.835507145,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.564351128,-0.250667083
PK,PAl,Acetate,0,-0.768870219,0.058769085,0.684842821,-0.824847064,-0.488935089,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,-0.564351128,-0.250667083
PR1,PAl,Acetate,0,-0.136523312,0.085713733,0.591881815,-0.824847064,-0.548260352,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,-0.564351128,-0.250667083
PAr,PAl,Acetate,0,-0.276147953,-0.170784031,0.439848341,-0.824847064,-0.712932431,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,-0.564351128,-0.250667083
PR2,PAl,Acetate,0,-0.001883327,0.005732631,0.531578886,-0.824847064,-0.70959221,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,-0.564351128,-0.250667083
PH,PAl,Acetate,0,-0.268589869,0.050227415,0.637072194,-0.824847064,-0.279961417,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,-0.564351128,-0.250667083
PP,PAl,Acetate,1.185172525,0.066406931,0.397380868,0.4091924,-0.824847064,0.039141285,-0.995466788,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,-0.564351128,-0.250667083
RP2,PAr,Acetate,-0.492662579,-1.845157494,-0.364223032,0.512589207,-0.170784031,-0.947123812,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.577952578,-0.014274806
RP1,PAr,Acetate,-0.295719729,-2.207340101,-0.161343665,0.496745136,-0.170784031,-0.960912492,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.577952578,-0.014274806
SF1,PAr,Acetate,-0.285388765,1.271651411,-0.832443111,0.54158067,-0.170784031,-0.835507145,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,1.577952578,-0.014274806
PK,PAr,Acetate,-0.374615135,-2.932749657,0.058769085,0.509186339,-0.170784031,-0.488935089,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,1.577952578,-0.014274806
PR1,PAr,Acetate,-2.035658231,-1.602719657,0.085713733,0.258977962,-0.170784031,-0.548260352,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,1.577952578,-0.014274806
PAr,PAr,Acetate,-2.608723471,-2.608723471,-0.170784031,0,-0.170784031,-0.712932431,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.577952578,-0.014274806,1.577952578,-0.014274806
PR2,PAr,Acetate,-1.202004909,-3.198878699,0.005732631,0.351493404,-0.170784031,-0.70959221,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.577952578,-0.014274806
PH,PAr,Acetate,-1.946233348,-0.624184157,0.050227415,0.454482733,-0.170784031,-0.279961417,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,1.577952578,-0.014274806
PP,PAr,Acetate,-1.659917765,-0.310067975,0.397380868,0.352241001,-0.170784031,0.039141285,-0.712932431,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,1.577952578,-0.014274806
RP2,PH,Acetate,-0.146708554,-0.036231411,-0.364223032,0.622055889,0.050227415,-0.947123812,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.675692322,0.010778575
RP1,PH,Acetate,-0.265427632,-0.651488189,-0.161343665,0.608469782,0.050227415,-0.960912492,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.675692322,0.010778575
PK,PH,Acetate,-0.068355005,-2.439416268,0.058769085,0.532721958,0.050227415,-0.488935089,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,1.675692322,0.010778575
PR1,PH,Acetate,-0.769724106,-1.774499053,0.085713733,0.457512041,0.050227415,-0.548260352,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,1.675692322,0.010778575
PR2,PH,Acetate,-0.554639752,-2.251106942,0.005732631,0.387136419,0.050227415,-0.70959221,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.675692322,0.010778575
PH,PH,Acetate,-1.145609934,-1.145609934,0.050227415,0,0.050227415,-0.279961417,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,1.675692322,0.010778575,1.675692322,0.010778575
PP,PH,Acetate,-1.346274533,-1.098267323,0.397380868,0.444075923,0.050227415,0.039141285,-0.279961417,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,1.675692322,0.010778575
RP2,PK,Acetate,-1.515215281,-1.491331443,-0.364223032,0.794741407,0.058769085,-0.947123812,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.734465091,0.034364534
RP1,PK,Acetate,-1.456056699,-2.027711115,-0.161343665,0.773176319,0.058769085,-0.960912492,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.734465091,0.034364534
SF1,PK,Acetate,-0.220237906,0,-0.832443111,0.827415901,0.058769085,-0.835507145,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,1.734465091,0.034364534
PK,PK,Acetate,-2.550023736,-2.550023736,0.058769085,0,0.058769085,-0.488935089,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,1.734465091,0.034364534,1.734465091,0.034364534
PR1,PK,Acetate,-1.984509502,-0.279522947,0.085713733,0.481364747,0.058769085,-0.548260352,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,1.734465091,0.034364534
PR2,PK,Acetate,-2.705680991,-1.227993421,0.005732631,0.653345185,0.058769085,-0.70959221,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.734465091,0.034364534
PP,PK,Acetate,-2.187730737,-0.17440223,0.397380868,0.667938795,0.058769085,0.039141285,-0.488935089,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,1.734465091,0.034364534
RP2,PP,Acetate,-0.047043192,0.514480658,-0.364223032,0.403309002,0.397380868,-0.947123812,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.708237337,0.022892351
RP1,PP,Acetate,-0.225895973,-0.427147257,-0.161343665,0.399456327,0.397380868,-0.960912492,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.708237337,0.022892351
SF1,PP,Acetate,-0.55232761,3.689901324,-0.832443111,0.418565463,0.397380868,-0.835507145,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,1.708237337,0.022892351
PR1,PP,Acetate,-0.79086071,-1.713977988,0.085713733,0.41215195,0.397380868,-0.548260352,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,1.708237337,0.022892351
PR2,PP,Acetate,-0.459253093,-2.395554939,0.005732631,0.41608193,0.397380868,-0.70959221,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.708237337,0.022892351
PP,PP,Acetate,-1.55034052,-1.55034052,0.397380868,0,0.397380868,0.039141285,0.039141285,-2.580535726,0.565009442,0.457130669,-0.212694531,1.708237337,0.022892351,1.708237337,0.022892351
RP2,PR1,Acetate,-0.997581043,0.508690887,-0.364223032,0.775472995,0.085713733,-0.947123812,-0.548260352,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.621486475,-0.002116133
RP1,PR1,Acetate,-0.356234589,-0.113672782,-0.161343665,0.752499228,0.085713733,-0.960912492,-0.548260352,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.621486475,-0.002116133
SF1,PR1,Acetate,-0.128170349,3.871509186,-0.832443111,0.816053817,0.085713733,-0.835507145,-0.548260352,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,1.621486475,-0.002116133
PR1,PR1,Acetate,-1.637095493,-1.637095493,0.085713733,0,0.085713733,-0.548260352,-0.548260352,-2.580535726,0.565009442,0.457130669,-0.212694531,1.621486475,-0.002116133,1.621486475,-0.002116133
PR2,PR1,Acetate,-1.465677265,-1.994562949,0.005732631,0.49861482,0.085713733,-0.70959221,-0.548260352,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.621486475,-0.002116133
RP2,PR2,Acetate,-0.35315296,-1.472645274,-0.364223032,0.576586695,0.005732631,-0.947123812,-0.70959221,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,1.639875556,0.005653129
RP1,PR2,Acetate,-0.235182668,-2.16310799,-0.161343665,0.566594675,0.005732631,-0.960912492,-0.70959221,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,1.639875556,0.005653129
SF1,PR2,Acetate,0.181349931,0,-0.832443111,0.611976603,0.005732631,-0.835507145,-0.70959221,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,1.639875556,0.005653129
PR2,PR2,Acetate,-2.728332989,-2.728332989,0.005732631,0,0.005732631,-0.70959221,-0.70959221,-2.580535726,0.565009442,0.457130669,-0.212694531,1.639875556,0.005653129,1.639875556,0.005653129
RP2,RP1,Acetate,-1.919459042,-1.64730923,-0.364223032,0.035100527,-0.161343665,-0.947123812,-0.960912492,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.796280534,0.113226274
RP1,RP1,Acetate,-1.194348318,-1.194348318,-0.161343665,0,-0.161343665,-0.960912492,-0.960912492,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.796280534,0.113226274,-0.796280534,0.113226274
SF1,RP1,Acetate,-0.067329323,1.537877314,-0.832443111,0.095685683,-0.161343665,-0.835507145,-0.960912492,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.796280534,0.113226274
RP2,RP2,Acetate,-1.403173229,-1.403173229,-0.364223032,0,-0.364223032,-0.947123812,-0.947123812,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.792851826,0.117358038,-0.792851826,0.117358038
SF1,RP2,Acetate,-0.19228127,1.741204114,-0.832443111,0.066958445,-0.364223032,-0.835507145,-0.947123812,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.792851826,0.117358038
SF1,SF1,Acetate,1.008572577,1.008572577,-0.832443111,0,-0.832443111,-0.835507145,-0.835507145,-2.580535726,0.565009442,0.457130669,-0.212694531,-0.735447249,0.247141093,-0.735447249,0.247141093
PAl,BI,Alanine,-1.485238504,0.620009248,0.18525751,0.07298399,1.301118629,-0.715627496,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.564351128,-0.250667083,-0.780753714,0.038022539
PAg1,BI,Alanine,-0.546341444,-0.595595801,0.847374644,0.113104883,1.301118629,-0.680059894,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.644315471,-0.222011822,-0.780753714,0.038022539
PAg3,BI,Alanine,-1.461899848,-0.743974963,1.279291288,0.081750421,1.301118629,-0.744094869,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.598951558,-0.248461055,-0.780753714,0.038022539
LA,BI,Alanine,-2.628057686,-0.391608251,1.302192649,0.055645857,1.301118629,-0.58057939,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.771000309,0.077075392,-0.780753714,0.038022539
EL,BI,Alanine,-2.315244415,0.034884285,0.653356306,0.052006108,1.301118629,-0.140748019,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.734730655,-0.044093938,-0.780753714,0.038022539
RP2,BI,Alanine,-2.150317609,-0.354350404,0.807661892,0.045393609,1.301118629,-0.822868049,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.792851826,0.117358038,-0.780753714,0.038022539
RP1,BI,Alanine,-1.71255694,-0.125490962,1.342440457,0.056978621,1.301118629,-0.691286174,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.796280534,0.113226274,-0.780753714,0.038022539
SF1,BI,Alanine,-0.676065688,-0.592919417,0.305451882,0.065064696,1.301118629,-0.460320389,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.735447249,0.247141093,-0.780753714,0.038022539
BI,BI,Alanine,-1.119032521,-1.119032521,1.301118629,0,1.301118629,-0.601450496,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.780753714,0.038022539,-0.780753714,0.038022539
KA,BI,Alanine,-1.45177851,-0.17935854,0.368799349,0.080031113,1.301118629,-0.67602167,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.761258362,0.059888798,-0.780753714,0.038022539
CF,BI,Alanine,-0.537407974,-1.020580861,0.902308011,0.086684061,1.301118629,-0.626609344,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.774739165,0.046373732,-0.780753714,0.038022539
EC,BI,Alanine,-1.333404943,-1.194512828,-0.406763459,1,1.301118629,-0.27759028,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.643519307,-0.047828461,-0.780753714,0.038022539
EA,BI,Alanine,-0.33222577,-0.867842578,-0.2055332,0.074362093,1.301118629,-0.622265295,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.728605914,0.258253314,-0.780753714,0.038022539
PK,BI,Alanine,-1.428396162,-0.125611572,0.427766697,0.68991246,1.301118629,-0.406710204,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,1.734465091,0.034364534,-0.780753714,0.038022539
PR1,BI,Alanine,-2.27509507,0.060121247,0.540202741,0.60172791,1.301118629,-0.485112034,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,1.621486475,-0.002116133,-0.780753714,0.038022539
PAr,BI,Alanine,-1.792420765,-0.031280181,0.817736086,0.450210677,1.301118629,-0.266516572,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,1.577952578,-0.014274806,-0.780753714,0.038022539
PH,BI,Alanine,-2.355769173,-0.490543508,1.295568891,0.652108074,1.301118629,-0.11653015,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,1.675692322,0.010778575,-0.780753714,0.038022539
PP,BI,Alanine,-1.760886597,-0.370653165,1.711639834,0.423031686,1.301118629,0.264026894,-0.601450496,2.795223474,1.096719676,-0.687067964,-0.808975062,1.708237337,0.022892351,-0.780753714,0.038022539
PAl,CF,Alanine,-1.513135884,0.800373724,0.18525751,0.108557229,0.902308011,-0.715627496,-0.626609344,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.564351128,-0.250667083,-0.774739165,0.046373732
PAg2,CF,Alanine,-3.110187455,0.053256596,-0.061409405,0.119695276,0.902308011,-0.729998267,-0.626609344,2.795223474,1.096719676,-0.687067964,-0.808975062,-0.630904166,-0.20157447,-0.774739165,0.046373732
